onset	duration	trial	trial_type	rating	resp_time	valence	s_ns	id
10.043626029532334	5	1	iti	7	4.063	positive	nonsocial	pos_nonsoc_117
15.060116223939303	8	1	message	7	4.063	positive	nonsocial	pos_nonsoc_117
23.076251753722545	5	1	rating	7	4.063	positive	nonsocial	pos_nonsoc_117
28.114581762312582	3	2	iti	3	1.887	negative	social	neg_soc_416
31.125651917198866	8	2	message	3	1.887	negative	social	neg_soc_416
39.14178887248295	5	2	rating	3	1.887	negative	social	neg_soc_416
44.178327596642475	4	3	iti	8	0.971	positive	social	pos_soc_306
48.191114054611944	8	3	message	8	0.971	positive	social	pos_soc_306
56.20724929929497	5	3	rating	8	0.971	positive	social	pos_soc_306
61.23900375733524	6	4	iti	8	1.121	negative	nonsocial	neg_nonsoc_208
67.23977267252053	8	4	message	8	1.121	negative	nonsocial	neg_nonsoc_208
75.25589651319615	5	4	rating	8	1.121	negative	nonsocial	neg_nonsoc_208
80.28762588242057	6	5	iti	8	1.054	negative	nonsocial	neg_nonsoc_216
86.28844896664009	8	5	message	8	1.054	negative	nonsocial	neg_nonsoc_216
94.30455826720663	5	5	rating	8	1.054	negative	nonsocial	neg_nonsoc_216
99.33522421275984	6	6	iti	6	0.487	positive	nonsocial	pos_nonsoc_106
105.33708734243578	8	6	message	6	0.487	positive	nonsocial	pos_nonsoc_106
113.35321203841204	5	6	rating	6	0.487	positive	nonsocial	pos_nonsoc_106
118.38204792591046	5	7	iti	7	1.003	positive	nonsocial	pos_nonsoc_114
123.38580811218344	8	7	message	7	1.003	positive	nonsocial	pos_nonsoc_114
131.4019416462654	5	7	rating	7	1.003	positive	nonsocial	pos_nonsoc_114
136.43821066565465	3	8	iti	4	2.053	negative	social	neg_soc_418
139.45137288566139	8	8	message	4	2.053	negative	social	neg_soc_418
147.46747192262137	5	8	rating	4	2.053	negative	social	neg_soc_418
152.5183506156311	2	9	iti	4	0.437	negative	social	neg_soc_413
154.5336596399925	8	9	message	4	0.437	negative	social	neg_soc_413
162.5497375795394	5	9	rating	4	0.437	negative	social	neg_soc_413
167.58276244398144	6	10	iti	6	0.537	positive	nonsocial	pos_nonsoc_110
173.5989381728898	8	10	message	6	0.537	positive	nonsocial	pos_nonsoc_110
181.61506201356565	5	10	rating	6	0.537	positive	nonsocial	pos_nonsoc_110
186.64419212444955	4	11	iti	6	0.887	positive	nonsocial	pos_nonsoc_118
190.64772423057866	8	11	message	6	0.887	positive	nonsocial	pos_nonsoc_118
198.66386061566232	5	11	rating	6	0.887	positive	nonsocial	pos_nonsoc_118
203.69312529383137	6	12	iti	8	1.204	negative	social	neg_soc_404
209.69638142298618	8	12	message	8	1.204	negative	social	neg_soc_404
217.71250811466393	5	12	rating	8	1.204	negative	social	neg_soc_404
222.7487694363483	4	13	iti	7	0.987	negative	social	neg_soc_411
226.76184213489842	8	13	message	7	0.987	negative	social	neg_soc_411
234.77798308158503	5	13	rating	7	0.987	negative	social	neg_soc_411
239.81180109472757	2	14	iti	7	0.904	negative	social	neg_soc_408
241.82744739260193	8	14	message	7	0.904	negative	social	neg_soc_408
249.8435903349898	5	14	rating	7	0.904	negative	social	neg_soc_408
254.8748287617043	4	15	iti	6	1.154	negative	nonsocial	neg_nonsoc_219
258.8762397224948	8	15	message	6	1.154	negative	nonsocial	neg_nonsoc_219
266.8923886519865	5	15	rating	6	1.154	negative	nonsocial	neg_nonsoc_219
271.92571657791973	4	16	iti	6	0.47	positive	social	pos_soc_309
275.9416953026039	8	16	message	6	0.47	positive	social	pos_soc_309
283.9578282664854	5	16	rating	6	0.47	positive	social	pos_soc_309
288.996103820941	3	17	iti	6	0.487	positive	nonsocial	pos_nonsoc_103
