Unnamed: 0,timestamp,unix_timestamp,sub,valence,s_ns,id,message,combined_msg
0,2019-03-13 07:32:00,1552480320,1027,negative,social,416,"""People who are not physically active at least twice a week have a higher risk of dementia. Think about ways people close to you can help you exercise, and ask them!""","""People who are not physically active at least twice a week have a higher risk of dementia. Think about ways people close to you can help you exercise, and ask them! 

Click link to complete the survey: https://redcap.duke.edu/redcap/surveys/?s=3FRPDWX48P"""
1,2019-03-14 08:53:00,1552571580,1027,positive,social,302,"""Physical activity will keep your body healthy, meaning you can maintain your independence as you age. You won't have to rely on help from others to complete daily tasks and bodily functions.""","""Physical activity will keep your body healthy, meaning you can maintain your independence as you age. You won't have to rely on help from others to complete daily tasks and bodily functions. 

Click link to complete the survey: https://redcap.duke.edu/redcap/surveys/?s=3FRPDWX48P"""
2,2019-03-15 08:41:00,1552657260,1027,negative,nonsocial,219,"""A lack of exercise robs the body of its essential ingredients! You need exercise to maintain energy levels, to sleep well, and to live a long life.""","""A lack of exercise robs the body of its essential ingredients! You need exercise to maintain energy levels, to sleep well, and to live a long life. 

Click link to complete the survey: https://redcap.duke.edu/redcap/surveys/?s=3FRPDWX48P"""
3,2019-03-16 09:43:00,1552747380,1027,positive,social,318,"""Being physically active can make daily tasks easier to perform, leaving you with more energy to spend time with friends and family.""","""Being physically active can make daily tasks easier to perform, leaving you with more energy to spend time with friends and family. 

Click link to complete the survey: https://redcap.duke.edu/redcap/surveys/?s=3FRPDWX48P"""
4,2019-03-17 07:08:00,1552824480,1027,negative,nonsocial,204,"""If you continue sitting most of the time, your muscles will become weak.""","""If you continue sitting most of the time, your muscles will become weak. 

Click link to complete the survey: https://redcap.duke.edu/redcap/surveys/?s=3FRPDWX48P"""
5,2019-03-18 09:38:00,1552919880,1027,negative,social,402,"""Being sedentary can shrink the brain's memory areas with age. Don't let your recollections of loved ones slip away.""","""Being sedentary can shrink the brain's memory areas with age. Don't let your recollections of loved ones slip away. 

Click link to complete the survey: https://redcap.duke.edu/redcap/surveys/?s=3FRPDWX48P"""
6,2019-03-19 07:16:00,1552997760,1027,negative,social,413,"""Physical inactivity will make you lose independence. A lack of freedom and autonomy can render you unable to contribute to your family and community.""","""Physical inactivity will make you lose independence. A lack of freedom and autonomy can render you unable to contribute to your family and community. 

Click link to complete the survey: https://redcap.duke.edu/redcap/surveys/?s=3FRPDWX48P"""
7,2019-03-20 08:44:00,1553089440,1027,positive,nonsocial,106,"""Regular physical activity will help you live independently for a longer time without needing a wheelchair or other assistance.""","""Regular physical activity will help you live independently for a longer time without needing a wheelchair or other assistance. 

Click link to complete the survey: https://redcap.duke.edu/redcap/surveys/?s=3FRPDWX48P"""
8,2019-03-21 08:47:00,1553176020,1027,negative,social,414,"""A weak body increases your risk for more severe diseases. You will miss out on fun moments with your loved ones later on.""","""A weak body increases your risk for more severe diseases. You will miss out on fun moments with your loved ones later on. 

Click link to complete the survey: https://redcap.duke.edu/redcap/surveys/?s=3FRPDWX48P"""
9,2019-03-22 07:14:00,1553256840,1027,negative,nonsocial,208,"""Inadequate levels of physical activity increase the risk of hypertension, coronary heart disease, stroke, diabetes, cancer, and depression.""","""Inadequate levels of physical activity increase the risk of hypertension, coronary heart disease, stroke, diabetes, cancer, and depression. 

Click link to complete the survey: https://redcap.duke.edu/redcap/surveys/?s=3FRPDWX48P"""
10,2019-03-23 08:11:00,1553346660,1027,negative,nonsocial,209,"""Walking is a gift that not everyone is blessed with. Don't give that gift up.""","""Walking is a gift that not everyone is blessed with. Don't give that gift up. 

Click link to complete the survey: https://redcap.duke.edu/redcap/surveys/?s=3FRPDWX48P"""
11,2019-03-24 09:45:00,1553438700,1027,positive,social,320,"""Being active improves your memory, which can help you remember your happiest moments with friends and family.""","""Being active improves your memory, which can help you remember your happiest moments with friends and family. 

Click link to complete the survey: https://redcap.duke.edu/redcap/surveys/?s=3FRPDWX48P"""
12,2019-03-25 08:37:00,1553521020,1027,positive,social,309,"""Take some time to be more active. Physical activity at any age helps extend your life. Later you'll appreciate the extra years on your life to spend with family and friends.""","""Take some time to be more active. Physical activity at any age helps extend your life. Later you'll appreciate the extra years on your life to spend with family and friends. 

Click link to complete the survey: https://redcap.duke.edu/redcap/surveys/?s=3FRPDWX48P"""
13,2019-03-26 07:16:00,1553602560,1027,negative,social,406,"""An inactive lifestyle can worsen your memory as you get older. You may later struggle to remember the names and faces of loved ones.""","""An inactive lifestyle can worsen your memory as you get older. You may later struggle to remember the names and faces of loved ones. 

Click link to complete the survey: https://redcap.duke.edu/redcap/surveys/?s=3FRPDWX48P"""
14,2019-03-27 09:57:00,1553698620,1027,negative,social,415,"""If you continue to be sedentary, your bones will weaken faster as you get older. This makes it more difficult to do things you like, such as spending time out with your family.""","""If you continue to be sedentary, your bones will weaken faster as you get older. This makes it more difficult to do things you like, such as spending time out with your family. 

Click link to complete the survey: https://redcap.duke.edu/redcap/surveys/?s=3FRPDWX48P"""
15,2019-03-28 07:24:00,1553775840,1027,negative,social,404,"""You are more likely to die early if you stay inactive. You will miss out on the people who mean most to you in life.""","""You are more likely to die early if you stay inactive. You will miss out on the people who mean most to you in life. 

Click link to complete the survey: https://redcap.duke.edu/redcap/surveys/?s=3FRPDWX48P"""
16,2019-03-29 07:52:00,1553863920,1027,negative,nonsocial,203,"""Lack of physical activity can increase the risks of heart disease, obesity, strokes, diabetes, cancers, and depression.""","""Lack of physical activity can increase the risks of heart disease, obesity, strokes, diabetes, cancers, and depression. 

Click link to complete the survey: https://redcap.duke.edu/redcap/surveys/?s=3FRPDWX48P"""
17,2019-03-30 09:05:00,1553954700,1027,negative,social,412,"""Inactive lifestyle choices like sitting for long periods of time are barriers between you and a long life. Don't voluntarily give up precious time with loved ones by making poor health decisions.""","""Inactive lifestyle choices like sitting for long periods of time are barriers between you and a long life. Don't voluntarily give up precious time with loved ones by making poor health decisions. 

Click link to complete the survey: https://redcap.duke.edu/redcap/surveys/?s=3FRPDWX48P"""
18,2019-03-31 08:52:00,1554040320,1027,negative,social,408,"""Every choice you make today can affect your health tomorrow; don't let a sedentary lifestyle shorten your life. Think of all the people you would leave behind.""","""Every choice you make today can affect your health tomorrow; don't let a sedentary lifestyle shorten your life. Think of all the people you would leave behind. 

Click link to complete the survey: https://redcap.duke.edu/redcap/surveys/?s=3FRPDWX48P"""
19,2019-04-01 09:08:00,1554127680,1027,negative,nonsocial,212,"""Sitting in front of a computer for a long time can result in high blood pressure, damaging your health.""","""Sitting in front of a computer for a long time can result in high blood pressure, damaging your health. 

Click link to complete the survey: https://redcap.duke.edu/redcap/surveys/?s=3FRPDWX48P"""
20,2019-04-02 07:20:00,1554207600,1027,positive,social,306,"""Instead of watching TV with family or friends, why not take a walk or jog? Spending less time in front of the TV can strengthen your heart and help you live longer and healthier.""","""Instead of watching TV with family or friends, why not take a walk or jog? Spending less time in front of the TV can strengthen your heart and help you live longer and healthier. 

Click link to complete the survey: https://redcap.duke.edu/redcap/surveys/?s=3FRPDWX48P"""
21,2019-04-03 07:47:00,1554295620,1027,positive,social,311,"""Physical activity reduces the risk for heart disease and stroke. This means you can live longer and spend more time enjoying your later years with friends and family.""","""Physical activity reduces the risk for heart disease and stroke. This means you can live longer and spend more time enjoying your later years with friends and family. 

Click link to complete the survey: https://redcap.duke.edu/redcap/surveys/?s=3FRPDWX48P"""
22,2019-04-04 08:00:00,1554382800,1027,positive,nonsocial,107,"""Physical activity may enhance your balance and make you less likely to experience a fall.""","""Physical activity may enhance your balance and make you less likely to experience a fall. 

Click link to complete the survey: https://redcap.duke.edu/redcap/surveys/?s=3FRPDWX48P"""
23,2019-04-05 07:25:00,1554467100,1027,positive,nonsocial,114,"""Even a small amount of activity has noticeable benefits for your mood and overall physical health!""","""Even a small amount of activity has noticeable benefits for your mood and overall physical health! 

Click link to complete the survey: https://redcap.duke.edu/redcap/surveys/?s=3FRPDWX48P"""
24,2019-04-06 08:00:00,1554555600,1027,negative,nonsocial,206,"""Inadequate levels of physical activity increase the risk of falls as well as hip or vertebral fractures.""","""Inadequate levels of physical activity increase the risk of falls as well as hip or vertebral fractures. 

Click link to complete the survey: https://redcap.duke.edu/redcap/surveys/?s=3FRPDWX48P"""
25,2019-04-07 08:19:00,1554643140,1027,negative,social,417,"""Inactive people tend to live shorter lives. That means they also have less time to spend with the people they care about most.""","""Inactive people tend to live shorter lives. That means they also have less time to spend with the people they care about most. 

Click link to complete the survey: https://redcap.duke.edu/redcap/surveys/?s=3FRPDWX48P"""
26,2019-04-08 09:43:00,1554734580,1027,negative,nonsocial,218,"""If you wait to start exercising until ""tomorrow"", tomorrow can turn into weeks, months or years. There's no time to waste. Every day of sedentary living is dangerous for your heart and shortens your life.""","""If you wait to start exercising until ""tomorrow"", tomorrow can turn into weeks, months or years. There's no time to waste. Every day of sedentary living is dangerous for your heart and shortens your life. 

Click link to complete the survey: https://redcap.duke.edu/redcap/surveys/?s=3FRPDWX48P"""
27,2019-04-09 07:24:00,1554812640,1027,negative,social,401,"""Physical inactivity can make daily tasks harder to perform, leaving you with no energy to spend time with friends and family.""","""Physical inactivity can make daily tasks harder to perform, leaving you with no energy to spend time with friends and family. 

Click link to complete the survey: https://redcap.duke.edu/redcap/surveys/?s=3FRPDWX48P"""
28,2019-04-10 08:04:00,1554901440,1027,positive,social,316,"""Every minute you invest in your health is another minute you get to spend with your loved ones!""","""Every minute you invest in your health is another minute you get to spend with your loved ones! 

Click link to complete the survey: https://redcap.duke.edu/redcap/surveys/?s=3FRPDWX48P"""
29,2019-04-11 09:44:00,1554993840,1027,positive,social,308,"""Walking helps keep your heart and lungs healthy. Set aside some time to just walk around. You can invite your family and friends to join in as well.""","""Walking helps keep your heart and lungs healthy. Set aside some time to just walk around. You can invite your family and friends to join in as well. 

Click link to complete the survey: https://redcap.duke.edu/redcap/surveys/?s=3FRPDWX48P"""
30,2019-04-12 09:51:00,1555080660,1027,negative,nonsocial,220,"""Inactive people tend to die sooner than active people.""","""Inactive people tend to die sooner than active people. 

Click link to complete the survey: https://redcap.duke.edu/redcap/surveys/?s=3FRPDWX48P"""
31,2019-04-13 09:36:00,1555166160,1027,positive,social,312,"""Walking improves mood, relieves stress, and strengthens your muscles. When you go out with friends or family, visit places where you can walk around, like a mall, park, or museum.""","""Walking improves mood, relieves stress, and strengthens your muscles. When you go out with friends or family, visit places where you can walk around, like a mall, park, or museum. 

Click link to complete the survey: https://redcap.duke.edu/redcap/surveys/?s=3FRPDWX48P"""
32,2019-04-14 09:57:00,1555253820,1027,positive,social,305,"""Remaining physically active at any age can help prevent osteoporosis, a common disease that occurs as bones thin with age. Think about maintaining your mobility because it allows you to spend time with your loved ones even as you age.""","""Remaining physically active at any age can help prevent osteoporosis, a common disease that occurs as bones thin with age. Think about maintaining your mobility because it allows you to spend time with your loved ones even as you age. 

Click link to complete the survey: https://redcap.duke.edu/redcap/surveys/?s=3FRPDWX48P"""
33,2019-04-15 09:38:00,1555339080,1027,positive,nonsocial,112,"""Not only does exercise keep the body young, but it also keeps the mind sharp and promotes emotional well-being.""","""Not only does exercise keep the body young, but it also keeps the mind sharp and promotes emotional well-being. 

Click link to complete the survey: https://redcap.duke.edu/redcap/surveys/?s=3FRPDWX48P"""
34,2019-04-16 07:28:00,1555417680,1027,positive,social,310,"""Even a small increase in physical activity can have tangible benefits with regard to your mood and overall health, and it provides a way to spend time with family and friends.""","""Even a small increase in physical activity can have tangible benefits with regard to your mood and overall health, and it provides a way to spend time with family and friends. 

Click link to complete the survey: https://redcap.duke.edu/redcap/surveys/?s=3FRPDWX48P"""
35,2019-04-17 07:59:00,1555505940,1027,positive,social,304,"""As you become more active, your bones will grow stronger. Having a support network can help you stay physically active. Be active with friends and family and get stronger together!""","""As you become more active, your bones will grow stronger. Having a support network can help you stay physically active. Be active with friends and family and get stronger together! 

Click link to complete the survey: https://redcap.duke.edu/redcap/surveys/?s=3FRPDWX48P"""
