onset	duration	trial	trial_type	rating	resp_time	valence	s_ns	id
10.107812841655686	2	1	iti	2	2.402	negative	social	neg_soc_415
12.117513499979395	8	1	message	2	2.402	negative	social	neg_soc_415
20.133511061838362	5	1	rating	2	2.402	negative	social	neg_soc_415
25.267928727262188	6	2	iti	5.0	0.0	positive	social	pos_soc_305
31.28250366274733	8	2	message	5.0	0.0	positive	social	pos_soc_305
39.29849409722374	5	2	rating	5.0	0.0	positive	social	pos_soc_305
44.358647815010045	3	3	iti	6	0.695	positive	social	pos_soc_316
47.36442869575694	8	3	message	6	0.695	positive	social	pos_soc_316
55.380418274959084	5	3	rating	6	0.695	positive	social	pos_soc_316
60.43258675382822	5	4	iti	1	2.395	negative	nonsocial	neg_nonsoc_207
65.44617155275773	8	4	message	1	2.395	negative	nonsocial	neg_nonsoc_207
73.46217310597422	5	4	rating	1	2.395	negative	nonsocial	neg_nonsoc_207
78.51208191819023	6	5	iti	8	1.428	positive	nonsocial	pos_nonsoc_104
84.5278314469906	8	5	message	8	1.428	positive	nonsocial	pos_nonsoc_104
92.54382501752116	5	5	rating	8	1.428	positive	nonsocial	pos_nonsoc_104
97.6114852988976	5	6	iti	6	0.628	positive	nonsocial	pos_nonsoc_112
102.62623727868777	8	6	message	6	0.628	positive	nonsocial	pos_nonsoc_112
110.642235695821	5	6	rating	6	0.628	positive	nonsocial	pos_nonsoc_112
115.72773154953029	3	7	iti	5	1.661	positive	social	pos_soc_301
118.74149396296707	8	7	message	5	1.661	positive	social	pos_soc_301
126.75749009934952	5	7	rating	5	1.661	positive	social	pos_soc_301
131.836648851051	5	8	iti	6	1.928	positive	nonsocial	pos_nonsoc_101
136.83992773399223	8	8	message	6	1.928	positive	nonsocial	pos_nonsoc_101
144.85590476897778	5	8	rating	6	1.928	positive	nonsocial	pos_nonsoc_101
149.9190471425245	6	9	iti	6	1.295	positive	nonsocial	pos_nonsoc_120
155.92158335179556	8	9	message	6	1.295	positive	nonsocial	pos_nonsoc_120
163.93756580358604	5	9	rating	6	1.295	positive	nonsocial	pos_nonsoc_120
169.01136162449257	5	10	iti	7	1.195	positive	nonsocial	pos_nonsoc_108
174.01998205608106	8	10	message	7	1.195	positive	nonsocial	pos_nonsoc_108
182.0359753415105	5	10	rating	7	1.195	positive	nonsocial	pos_nonsoc_108
187.11798875412205	2	11	iti	5.0	0.0	positive	social	pos_soc_308
189.11862651267438	8	11	message	5.0	0.0	positive	social	pos_soc_308
197.13465229899157	5	11	rating	5.0	0.0	positive	social	pos_soc_308
202.25055729036103	5	12	iti	6	2.961	negative	social	neg_soc_405
207.2670674538531	8	12	message	6	2.961	negative	social	neg_soc_405
215.28305959890713	5	12	rating	6	2.961	negative	social	neg_soc_405
220.35495297776652	4	13	iti	6	2.327	negative	nonsocial	neg_nonsoc_205
224.36551804552437	8	13	message	6	2.327	negative	nonsocial	neg_nonsoc_205
232.38156122268992	5	13	rating	6	2.327	negative	nonsocial	neg_nonsoc_205
237.9140827751835	4	14	iti	7	2.762	positive	social	pos_soc_317
241.93069357739296	8	14	message	7	2.762	positive	social	pos_soc_317
249.94668116091634	5	14	rating	7	2.762	positive	social	pos_soc_317
255.00489851029124	2	15	iti	5.0	0.0	positive	nonsocial	pos_nonsoc_111
257.0127018582716	8	15	message	5.0	0.0	positive	nonsocial	pos_nonsoc_111
265.02869286295027	5	15	rating	5.0	0.0	positive	nonsocial	pos_nonsoc_111
270.07996500167064	6	16	iti	0	2.56	negative	nonsocial	neg_nonsoc_209
276.0943654587318	8	16	message	0	2.56	negative	nonsocial	neg_nonsoc_209
284.11035446773167	5	16	rating	0	2.56	negative	nonsocial	neg_nonsoc_209
289.177031454863	6	17	iti	6	0.628	positive	social	pos_soc_320
295.1926960252167	8	17	message	6	0.628	positive	social	pos_soc_320
303.2086824683647	5	17	rating	6	0.628	positive	social	pos_soc_320
308.3078942649299	2	18	iti	5.0	0.0	positive	social	pos_soc_302
310.3080276896071	8	18	message	5.0	0.0	positive	social	pos_soc_302
318.32402354088845	5	18	rating	5.0	0.0	positive	social	pos_soc_302
323.38934005246847	3	19	iti	6	0.694	negative	nonsocial	neg_nonsoc_206
326.38992905968917	8	19	message	6	0.694	negative	nonsocial	neg_nonsoc_206
334.4059055245016	5	19	rating	6	0.694	negative	nonsocial	neg_nonsoc_206
339.4832419459708	4	20	iti	8	1.36	positive	nonsocial	pos_nonsoc_119
343.4884055950388	8	20	message	8	1.36	positive	nonsocial	pos_nonsoc_119
351.504561384907	5	20	rating	8	1.36	positive	nonsocial	pos_nonsoc_119
356.5784330411989	4	21	iti	0	2.194	negative	nonsocial	neg_nonsoc_201
360.5869545446476	8	21	message	0	2.194	negative	nonsocial	neg_nonsoc_201
368.60296978242695	5	21	rating	0	2.194	negative	nonsocial	neg_nonsoc_201
373.6737202135846	6	22	iti	2	1.395	negative	social	neg_soc_414
379.6852768433746	8	22	message	2	1.395	negative	social	neg_soc_414
387.7012687033275	5	22	rating	2	1.395	negative	social	neg_soc_414
392.8040230961342	4	23	iti	5.0	0.0	negative	social	neg_soc_407
396.8171049866942	8	23	message	5.0	0.0	negative	social	neg_soc_407
404.8330957062426	5	23	rating	5.0	0.0	negative	social	neg_soc_407
409.8824659731472	4	24	iti	4	0.695	negative	nonsocial	neg_nonsoc_204
413.89893679347006	8	24	message	4	0.695	negative	nonsocial	neg_nonsoc_204
421.91489529726095	5	24	rating	4	0.695	negative	nonsocial	neg_nonsoc_204
427.00761860611965	3	25	iti	6	1.16	positive	social	pos_soc_312
430.0141954734281	8	25	message	6	1.16	positive	social	pos_soc_312
