onset	duration	trial	trial_type	rating	resp_time	valence	s_ns	id
10.094161615488701	5	1	iti	9	2.265	positive	social	pos_soc_320
15.10294654716563	8	1	message	9	2.265	positive	social	pos_soc_320
23.118947815270076	5	1	rating	9	2.265	positive	social	pos_soc_320
28.191853283031378	4	2	iti	10	2.442	negative	nonsocial	neg_nonsoc_204
32.20145729398428	8	2	message	10	2.442	negative	nonsocial	neg_nonsoc_204
40.217444592410175	5	2	rating	10	2.442	negative	nonsocial	neg_nonsoc_204
45.292243664254784	4	3	iti	9	2.075	negative	nonsocial	neg_nonsoc_209
49.29993525482132	8	3	message	9	2.075	negative	nonsocial	neg_nonsoc_209
57.31596531756804	5	3	rating	9	2.075	negative	nonsocial	neg_nonsoc_209
62.41064723228192	3	4	iti	8	1.208	negative	social	neg_soc_414
65.41523555870299	8	4	message	8	1.208	negative	social	neg_soc_414
73.4312325503779	5	4	rating	8	1.208	negative	social	neg_soc_414
78.55666144086717	3	5	iti	9	2.642	negative	social	neg_soc_405
81.56382959616167	8	5	message	9	2.642	negative	social	neg_soc_405
89.5798294387896	5	5	rating	9	2.642	negative	social	neg_soc_405
94.67868401073429	4	6	iti	10	2.142	positive	nonsocial	pos_nonsoc_108
98.67900816427937	8	6	message	10	2.142	positive	nonsocial	pos_nonsoc_108
106.69500829200115	5	6	rating	10	2.142	positive	nonsocial	pos_nonsoc_108
111.78623713043635	6	7	iti	9	2.675	positive	nonsocial	pos_nonsoc_112
117.79400683716085	8	7	message	9	2.675	positive	nonsocial	pos_nonsoc_112
125.81001409226883	5	7	rating	9	2.675	positive	nonsocial	pos_nonsoc_112
130.90729750310493	4	8	iti	8	1.642	negative	nonsocial	neg_nonsoc_205
134.90915147891792	8	8	message	8	1.642	negative	nonsocial	neg_nonsoc_205
142.9251875286718	5	8	rating	8	1.642	negative	nonsocial	neg_nonsoc_205
148.01636676049384	5	9	iti	7	1.075	negative	social	neg_soc_409
153.0242391015854	8	9	message	7	1.075	negative	social	neg_soc_409
161.04023039135063	5	9	rating	7	1.075	negative	social	neg_soc_409
166.13564756726555	2	10	iti	8	1.308	negative	social	neg_soc_401
168.13962692977657	8	10	message	8	1.308	negative	social	neg_soc_401
176.15562762768968	5	10	rating	8	1.308	negative	social	neg_soc_401
181.28866001425195	2	11	iti	9	3.974	negative	nonsocial	neg_nonsoc_218
183.30497688303512	8	11	message	9	3.974	negative	nonsocial	neg_nonsoc_218
191.32097530018655	5	11	rating	9	3.974	negative	nonsocial	neg_nonsoc_218
196.47863765421425	6	12	iti	9	2.642	positive	social	pos_soc_317
202.4866491218927	8	12	message	9	2.642	positive	social	pos_soc_317
210.50264069675177	5	12	rating	9	2.642	positive	social	pos_soc_317
215.5831029049259	4	13	iti	7	1.108	positive	social	pos_soc_316
219.58514361826747	8	13	message	7	1.108	positive	social	pos_soc_316
227.60112378930717	5	13	rating	7	1.108	positive	social	pos_soc_316
232.72026860554615	2	14	iti	10	2.008	positive	social	pos_soc_312
234.7337918238627	8	14	message	10	2.008	positive	social	pos_soc_312
242.749836996667	5	14	rating	10	2.008	positive	social	pos_soc_312
247.83157728781225	4	15	iti	8	1.641	positive	nonsocial	pos_nonsoc_111
251.83234676047505	8	15	message	8	1.641	positive	nonsocial	pos_nonsoc_111
259.8483454627203	5	15	rating	8	1.641	positive	nonsocial	pos_nonsoc_111
264.94334212282774	5	16	iti	8	2.108	negative	social	neg_soc_417
269.94744037014607	8	16	message	8	2.108	negative	social	neg_soc_417
277.96340029940984	5	16	rating	8	2.108	negative	social	neg_soc_417
283.04150277241206	5	17	iti	9	1.874	positive	nonsocial	pos_nonsoc_107
288.04588411952864	8	17	message	9	1.874	positive	nonsocial	pos_nonsoc_107
296.0618614396153	5	17	rating	9	1.874	positive	nonsocial	pos_nonsoc_107
301.158254212216	6	18	iti	8	2.041	positive	nonsocial	pos_nonsoc_105
307.1608685376341	8	18	message	8	2.041	positive	nonsocial	pos_nonsoc_105
315.1768304625657	5	18	rating	8	2.041	positive	nonsocial	pos_nonsoc_105
320.2580495992006	6	19	iti	9	2.042	negative	nonsocial	neg_nonsoc_215
326.25920623150523	8	19	message	9	2.042	negative	nonsocial	neg_nonsoc_215
334.27520379336784	5	19	rating	9	2.042	negative	nonsocial	neg_nonsoc_215
339.37431010461296	5	20	iti	10	2.275	positive	nonsocial	pos_nonsoc_119
344.3909593947101	8	20	message	10	2.275	positive	nonsocial	pos_nonsoc_119
352.4069424167028	5	20	rating	10	2.275	positive	nonsocial	pos_nonsoc_119
357.5195696655028	5	21	iti	9	1.592	positive	social	pos_soc_301
362.5227182598246	8	21	message	9	1.592	positive	social	pos_soc_301
370.5386955799113	5	21	rating	9	1.592	positive	social	pos_soc_301
375.62049830696196	3	22	iti	9	1.642	negative	social	neg_soc_406
378.62127405172214	8	22	message	9	1.642	negative	social	neg_soc_406
386.63731865433874	5	22	rating	9	1.642	negative	social	neg_soc_406
391.7217861687095	4	23	iti	9	1.675	positive	nonsocial	pos_nonsoc_120
395.73644007564144	8	23	message	9	1.675	positive	nonsocial	pos_nonsoc_120
403.75249009507024	5	23	rating	9	1.675	positive	nonsocial	pos_nonsoc_120
408.8799893488358	2	24	iti	10	2.775	negative	social	neg_soc_407
410.8851792266905	8	24	message	10	2.775	negative	social	neg_soc_407
418.9011682356904	5	24	rating	10	2.775	negative	social	neg_soc_407
423.99135704586297	3	25	iti	9	1.841	negative	social	neg_soc_402
427.0003988485587	8	25	message	9	1.841	negative	social	neg_soc_402
435.0164337579263	5	25	rating	9	1.841	negative	social	neg_soc_402
440.0875858885738	2	26	iti	10	2.192	positive	nonsocial	pos_nonsoc_104
442.0990681084513	8	26	message	10	2.192	positive	nonsocial	pos_nonsoc_104
450.11512354469596	5	26	rating	10	2.192	positive	nonsocial	pos_nonsoc_104
455.19508997185403	3	27	iti	10	1.709	negative	social	neg_soc_403
458.19772254338386	8	27	message	10	1.709	negative	social	neg_soc_403
466.2137181095786	5	27	rating	10	1.709	negative	social	neg_soc_403
471.3172978537732	4	28	iti	8	1.142	positive	nonsocial	pos_nonsoc_101
475.3295598097502	8	28	message	8	1.142	positive	nonsocial	pos_nonsoc_101
483.34556449900265	5	28	rating	8	1.142	positive	nonsocial	pos_nonsoc_101
488.44318346719956	6	29	iti	7	1.108	negative	nonsocial	neg_nonsoc_201
494.4445308283721	8	29	message	7	1.108	negative	nonsocial	neg_nonsoc_201
502.4605626016928	5	29	rating	7	1.108	negative	nonsocial	neg_nonsoc_201
507.55752642051084	2	30	iti	7	1.008	positive	social	pos_soc_303
509.5598818792496	8	30	message	7	1.008	positive	social	pos_soc_303
517.5759216352417	5	30	rating	7	1.008	positive	social	pos_soc_303
522.6664739421321	4	31	iti	9	1.708	negative	nonsocial	neg_nonsoc_217
526.6750510392158	8	31	message	9	1.708	negative	nonsocial	neg_nonsoc_217
534.6910907952079	5	31	rating	9	1.708	negative	nonsocial	neg_nonsoc_217
539.7818118786163	3	32	iti	7	0.808	positive	social	pos_soc_313
542.7903553344368	8	32	message	7	0.808	positive	social	pos_soc_313
550.8063543217759	5	32	rating	7	0.808	positive	social	pos_soc_313
555.893036172627	4	33	iti	9	2.142	negative	nonsocial	neg_nonsoc_206
559.9055324770779	8	33	message	9	2.142	negative	nonsocial	neg_nonsoc_206
567.9215271879875	5	33	rating	9	2.142	negative	nonsocial	neg_nonsoc_206
573.0491655683363	6	34	iti	10	1.908	positive	social	pos_soc_302
579.0538653670883	8	34	message	10	1.908	positive	social	pos_soc_302
587.0698634991422	5	34	rating	10	1.908	positive	social	pos_soc_302
592.1402983295993	4	35	iti	7	1.009	negative	nonsocial	neg_nonsoc_207
596.1523225159581	8	35	message	7	1.009	negative	nonsocial	neg_nonsoc_207
604.1683759565312	5	35	rating	7	1.009	negative	nonsocial	neg_nonsoc_207
