onset	duration	trial	trial_type	rating	resp_time	valence	s_ns	id
10.056310136538741	4	1	iti	6	2.261	negative	social	neg_soc_405
14.060210021898456	8	1	message	6	2.261	negative	social	neg_soc_405
22.076385465707062	5	1	rating	6	2.261	negative	social	neg_soc_405
27.110454081908756	5	2	iti	8	1.936	positive	nonsocial	pos_nonsoc_111
32.12562112638079	8	2	message	8	1.936	positive	nonsocial	pos_nonsoc_111
40.14176720487012	5	2	rating	8	1.936	positive	nonsocial	pos_nonsoc_111
45.185791234252974	5	3	iti	8	1.319	positive	social	pos_soc_305
50.191036507363606	8	3	message	8	1.319	positive	social	pos_soc_305
58.20716605004236	5	3	rating	8	1.319	positive	social	pos_soc_305
63.24045463215225	3	4	iti	9	1.769	negative	social	neg_soc_414
66.2565542393113	8	4	message	9	1.769	negative	social	neg_soc_414
74.27268663299401	5	4	rating	9	1.769	negative	social	neg_soc_414
79.3080045581828	5	5	iti	8	1.419	positive	social	pos_soc_308
84.32195907158894	8	5	message	8	1.419	positive	social	pos_soc_308
92.33809488647239	5	5	rating	8	1.419	positive	social	pos_soc_308
97.36963722997825	2	6	iti	9	1.585	negative	social	neg_soc_409
99.37089281117187	8	6	message	9	1.585	negative	social	neg_soc_409
107.38701266044518	5	6	rating	9	1.585	negative	social	neg_soc_409
112.41427964165268	6	7	iti	3	0.886	negative	nonsocial	neg_nonsoc_204
118.41955171417976	8	7	message	3	0.886	negative	nonsocial	neg_nonsoc_204
126.43565046603908	5	7	rating	3	0.886	negative	nonsocial	neg_nonsoc_204
131.4662984502811	6	8	iti	3	1.052	negative	nonsocial	neg_nonsoc_217
137.46820405988365	8	8	message	3	1.052	negative	nonsocial	neg_nonsoc_217
145.48433673866566	5	8	rating	3	1.052	negative	nonsocial	neg_nonsoc_217
150.51947647624183	3	9	iti	6	1.085	positive	nonsocial	pos_nonsoc_101
153.53374060844362	8	9	message	6	1.085	positive	nonsocial	pos_nonsoc_101
161.5498382199039	5	9	rating	6	1.085	positive	nonsocial	pos_nonsoc_101
166.5822233195413	4	10	iti	7	0.786	positive	nonsocial	pos_nonsoc_119
170.5825124111234	8	10	message	7	0.786	positive	nonsocial	pos_nonsoc_119
178.59863710710124	5	10	rating	7	0.786	positive	nonsocial	pos_nonsoc_119
183.63054494903736	5	11	iti	8	1.851	positive	nonsocial	pos_nonsoc_105
188.63122833416855	8	11	message	8	1.851	positive	nonsocial	pos_nonsoc_105
196.64739750577246	5	11	rating	8	1.851	positive	nonsocial	pos_nonsoc_105
201.68470970672024	3	12	iti	9	1.585	positive	social	pos_soc_312
204.69678483974167	8	12	message	9	1.585	positive	social	pos_soc_312
212.71289613600857	5	12	rating	9	1.585	positive	social	pos_soc_312
217.74121371138062	4	13	iti	6	0.518	positive	nonsocial	pos_nonsoc_104
221.74554495331358	8	13	message	6	0.518	positive	nonsocial	pos_nonsoc_104
229.76170386131162	5	13	rating	6	0.518	positive	nonsocial	pos_nonsoc_104
234.79391619024136	3	14	iti	8	1.086	positive	nonsocial	pos_nonsoc_112
237.7944544593811	8	14	message	8	1.086	positive	nonsocial	pos_nonsoc_112
245.81059426566753	5	14	rating	8	1.086	positive	nonsocial	pos_nonsoc_112
250.84755550829323	6	15	iti	6	1.402	positive	social	pos_soc_301
256.8597429707843	8	15	message	6	1.402	positive	social	pos_soc_301
264.8759084360863	5	15	rating	6	1.402	positive	social	pos_soc_301
269.91626379635454	6	16	iti	9	1.734	negative	nonsocial	neg_nonsoc_218
275.9251030423329	8	16	message	9	1.734	negative	nonsocial	neg_nonsoc_218
283.9412345807141	5	16	rating	9	1.734	negative	nonsocial	neg_nonsoc_218
288.97342837813085	4	17	iti	4	0.469	negative	social	neg_soc_401
292.97385061149726	8	17	message	4	0.469	negative	social	neg_soc_401
300.98999155818456	5	17	rating	4	0.469	negative	social	neg_soc_401
306.017677636657	4	18	iti	8	1.169	negative	nonsocial	neg_nonsoc_209
310.0226945445229	8	18	message	8	1.169	negative	nonsocial	neg_nonsoc_209
318.0388075513929	5	18	rating	8	1.169	negative	nonsocial	neg_nonsoc_209
323.0753790620729	3	19	iti	3	3.402	negative	social	neg_soc_415
326.0882097105696	8	19	message	3	3.402	negative	social	neg_soc_415
334.10430874753	5	19	rating	3	3.402	negative	social	neg_soc_415
339.13613590611567	3	20	iti	3	0.953	negative	social	neg_soc_417
342.1370924172188	8	20	message	3	0.953	negative	social	neg_soc_417
350.15322138969896	5	20	rating	3	0.953	negative	social	neg_soc_417
355.1872033354448	2	21	iti	4	0.502	negative	nonsocial	neg_nonsoc_201
357.2026680245035	8	21	message	4	0.502	negative	nonsocial	neg_nonsoc_201
365.2188317792061	5	21	rating	4	0.502	negative	nonsocial	neg_nonsoc_201
370.2577194437472	5	22	iti	10	1.785	negative	social	neg_soc_407
375.26805118916855	8	22	message	10	1.785	negative	social	neg_soc_407
383.2841704682414	5	22	rating	10	1.785	negative	social	neg_soc_407
